TN,TX,TAVG,RH_AVG,SS,FF_X,DDD_X,FF_AVG,Cuaca Aktual,Prediksi RF,Prediksi RF RS
0.5270270270270272,0.4563106796116503,0.4375,0.6764705882352939,0.1523809523809524,0.1111111111111111,0.5518207282913166,0.5,0,1,1
0.5945945945945947,0.8834951456310676,0.7374999999999998,0.2647058823529411,0.5904761904761905,0.16666666666666669,0.13165266106442577,0.5,1,0,0
0.4864864864864864,0.3980582524271843,0.41249999999999964,0.7352941176470589,0.6666666666666666,0.05555555555555555,0.7198879551820728,0.25,1,1,1
0.40540540540540526,0.5339805825242716,0.3374999999999999,0.6176470588235294,0.0380952380952381,0.1111111111111111,0.21568627450980393,0.25,1,1,1
0.43243243243243246,0.6699029126213585,0.4874999999999998,0.5882352941176472,0.47619047619047616,0.1111111111111111,0.4677871148459384,0.25,1,1,1
0.5675675675675675,0.5922330097087376,0.5,0.5,0.7619047619047619,0.27777777777777773,0.1596638655462185,0.5,0,1,1
0.22972972972972983,0.6116504854368934,0.2999999999999998,0.5588235294117645,0.7619047619047619,0.1111111111111111,0.49579831932773105,0.5,1,1,1
0.37837837837837807,0.70873786407767,0.4624999999999999,0.5588235294117645,0.5523809523809523,0.1111111111111111,0.43977591036414565,0.5,1,0,1
0.256756756756757,0.5145631067961163,0.3374999999999999,0.6470588235294117,0.0,0.1111111111111111,0.5518207282913166,0.25,1,1,1
0.24324324324324298,0.5339805825242716,0.375,0.6176470588235294,0.5142857142857143,0.1111111111111111,0.8599439775910365,0.5,1,1,1
0.3513513513513513,0.5339805825242716,0.2999999999999998,0.8235294117647061,0.5523809523809523,0.1111111111111111,0.6638655462184875,0.5,1,1,1
0.689189189189189,0.5825242718446599,0.5499999999999998,0.5588235294117645,0.48571428571428565,0.05555555555555555,0.0196078431372549,0.5,1,1,1
0.6486486486486482,0.37864077669902896,0.38749999999999973,0.8235294117647061,0.41904761904761906,0.1111111111111111,0.3277310924369748,0.25,1,1,1
0.45945945945945965,0.07766990291262132,0.1875,0.7941176470588234,0.638095238095238,0.05555555555555555,0.13165266106442577,0.25,1,1,1
0.37837837837837807,0.4174757281553396,0.47499999999999964,0.5294117647058822,0.5523809523809523,0.1111111111111111,0.6638655462184875,0.5,0,1,1
0.6351351351351351,0.7669902912621351,0.625,0.5882352941176472,0.4571428571428571,0.1111111111111111,0.6638655462184875,0.5,1,1,1
0.7567567567567566,0.7572815533980584,0.4249999999999998,0.7058823529411766,0.7428571428571428,0.0,0.9719887955182073,0.25,1,1,1
0.6756756756756754,0.7378640776699026,0.5749999999999997,0.5294117647058822,0.7619047619047619,0.16666666666666669,0.6638655462184875,0.5,0,0,0
0.554054054054054,0.7281553398058249,0.5187499999999998,0.6323529411764706,0.27619047619047615,0.05555555555555555,0.9719887955182073,0.5,1,1,1
0.6756756756756754,0.5145631067961163,0.47499999999999964,0.6470588235294117,0.6285714285714284,0.1111111111111111,0.7478991596638656,0.25,1,1,1
0.5135135135135132,0.7475728155339803,0.6124999999999998,0.3529411764705883,1.0476190476190474,0.2222222222222222,0.10364145658263306,0.75,0,0,0
0.6756756756756754,0.7669902912621351,0.6374999999999997,0.4411764705882355,0.34285714285714286,0.1111111111111111,0.8599439775910365,0.5,1,1,1
0.554054054054054,0.7378640776699026,0.6999999999999997,0.2941176470588234,0.9047619047619047,0.2222222222222222,0.1596638655462185,0.75,1,0,0
0.3378378378378377,0.6504854368932036,0.22499999999999964,0.7647058823529411,0.5809523809523809,0.3888888888888889,0.7478991596638656,0.5,1,1,1
0.7567567567567566,0.6699029126213585,0.5874999999999999,0.5,0.48571428571428565,0.05555555555555555,0.8879551820728292,0.25,1,1,1
0.5945945945945947,0.8834951456310676,0.6499999999999999,0.38235294117647056,0.6571428571428571,0.1111111111111111,0.3277310924369748,0.5,0,0,0
0.6081081081081079,0.6019417475728153,0.5999999999999996,0.6176470588235294,0.2,0.05555555555555555,0.21568627450980393,0.25,1,1,1
0.5270270270270272,0.6019417475728153,0.5625,0.5588235294117645,0.5714285714285714,0.1111111111111111,0.10364145658263306,0.25,1,1,1
0.6351351351351351,0.7669902912621351,0.6374999999999997,0.47058823529411775,0.2,0.1111111111111111,0.24369747899159663,0.5,1,1,1
0.6216216216216215,0.7281553398058249,0.5749999999999997,0.6176470588235294,0.7428571428571428,0.1111111111111111,0.9159663865546219,0.5,1,1,1
0.0,0.7475728155339803,0.5874999999999999,0.4117647058823528,0.20952380952380953,0.1111111111111111,0.6638655462184875,0.5,1,1,1
0.6621621621621623,0.3980582524271843,0.38749999999999973,0.7647058823529411,0.5047619047619047,0.05555555555555555,0.8599439775910365,0.25,1,1,1
0.7297297297297298,0.6601941747572817,0.5124999999999997,0.6176470588235294,0.3523809523809524,0.05555555555555555,0.49579831932773105,0.25,1,1,1
0.4864864864864864,0.5339805825242716,0.375,0.7647058823529411,0.6761904761904761,0.05555555555555555,0.8319327731092437,0.5,1,1,1
0.41891891891891886,0.5728155339805823,0.4375,0.7647058823529411,0.38095238095238093,0.16666666666666669,0.13165266106442577,0.25,1,1,1
0.6081081081081079,0.5339805825242716,0.4874999999999998,0.47058823529411775,0.7619047619047619,0.1111111111111111,0.9439775910364147,0.25,1,1,1
0.43243243243243246,0.7281553398058249,0.625,0.47058823529411775,0.20952380952380953,0.1111111111111111,0.1876750700280112,0.5,1,1,1
0.16216216216216228,0.5922330097087376,0.375,0.6470588235294117,0.5809523809523809,0.1111111111111111,0.13165266106442577,0.25,0,1,1
0.5405405405405403,0.6504854368932036,0.5749999999999997,0.4117647058823528,0.43809523809523804,0.2222222222222222,0.1596638655462185,0.5,1,1,1
0.6216216216216215,0.70873786407767,0.5374999999999996,0.5588235294117645,0.27619047619047615,0.1111111111111111,0.4117647058823529,0.5,1,1,1
0.4459459459459456,0.5048543689320386,0.3999999999999999,0.6764705882352939,0.6190476190476191,0.0,0.5798319327731093,0.25,1,1,1
0.4459459459459456,0.5825242718446599,0.34999999999999964,0.6764705882352939,0.7619047619047619,0.16666666666666669,0.43977591036414565,0.25,1,1,1
0.4729729729729728,0.6504854368932036,0.4249999999999998,0.5882352941176472,0.6571428571428571,0.1111111111111111,0.8319327731092437,0.5,1,1,1
0.689189189189189,0.8834951456310676,0.6999999999999997,0.3529411764705883,0.3047619047619048,0.05555555555555555,0.43977591036414565,0.5,1,1,1
0.5810810810810807,0.4757281553398056,0.2749999999999999,0.8529411764705883,0.14285714285714285,0.1111111111111111,0.7198879551820728,0.5,1,1,1
0.5945945945945947,0.24271844660194164,0.3125,0.7647058823529411,0.2666666666666666,0.05555555555555555,0.4677871148459384,0.25,1,1,1
0.5405405405405403,0.4466019417475726,0.19999999999999973,0.8235294117647061,0.7619047619047619,0.1111111111111111,0.8879551820728292,0.25,1,1,1
0.5945945945945947,0.7475728155339803,0.5625,0.6470588235294117,0.3523809523809524,0.05555555555555555,0.6638655462184875,0.25,1,1,1
0.5945945945945947,0.6116504854368934,0.5,0.6764705882352939,0.7619047619047619,0.27777777777777773,0.8319327731092437,0.5,1,0,1
0.4864864864864864,0.8058252427184467,0.41249999999999964,0.6470588235294117,0.5809523809523809,0.1111111111111111,0.7759103641456583,0.75,1,1,1
0.6216216216216215,0.5728155339805823,0.4624999999999999,0.6470588235294117,0.8285714285714284,0.0,0.43977591036414565,0.25,1,1,1
0.2702702702702702,0.5145631067961163,0.3374999999999999,0.6470588235294117,0.5904761904761905,0.1111111111111111,0.49579831932773105,0.5,0,1,1
0.37837837837837807,0.49514563106796095,0.4624999999999999,0.47058823529411775,0.3904761904761904,0.16666666666666669,0.6918767507002801,0.75,0,1,1
0.554054054054054,0.5436893203883493,0.5,0.6764705882352939,0.5619047619047619,0.05555555555555555,0.8599439775910365,0.25,1,1,1
0.37837837837837807,0.46601941747572795,0.2999999999999998,0.7058823529411766,0.5809523809523809,0.0,0.6638655462184875,0.25,1,1,1
0.40540540540540526,0.6893203883495143,0.5874999999999999,0.4117647058823528,0.49523809523809526,0.1111111111111111,0.5238095238095238,0.5,1,1,1
0.6486486486486482,0.6116504854368934,0.4624999999999999,0.6470588235294117,0.7619047619047619,0.1111111111111111,0.9159663865546219,0.5,1,1,1
0.29729729729729737,0.8155339805825235,0.5249999999999999,0.5,0.638095238095238,0.16666666666666669,0.27170868347338933,0.25,0,0,1
0.45945945945945965,0.5728155339805823,0.4249999999999998,0.7647058823529411,0.34285714285714286,0.1111111111111111,0.4677871148459384,0.25,0,1,1
0.5135135135135132,0.16504854368932032,0.26249999999999973,0.8823529411764706,0.1333333333333333,0.0,0.5518207282913166,0.25,1,1,1
0.7297297297297298,0.5533980582524269,0.5625,0.5294117647058822,0.2666666666666666,0.05555555555555555,0.8319327731092437,0.5,1,1,1
0.6216216216216215,0.8446601941747569,0.5999999999999996,0.5588235294117645,0.7619047619047619,0.1111111111111111,0.3837535014005602,0.5,1,0,0
0.5405405405405403,0.7378640776699026,0.6999999999999997,0.38235294117647056,0.7714285714285714,0.2222222222222222,0.1596638655462185,0.75,1,0,0
0.7027027027027026,0.6699029126213585,0.7124999999999999,0.5,0.5142857142857143,0.1111111111111111,0.4677871148459384,0.5,1,1,1
0.4864864864864864,0.5145631067961163,0.4375,0.5588235294117645,0.11428571428571427,0.1111111111111111,0.5518207282913166,0.25,1,1,1
0.5675675675675675,0.8640776699029118,0.8499999999999996,0.20588235294117663,0.7619047619047619,0.16666666666666669,0.6918767507002801,0.75,0,0,0
0.3513513513513513,0.7281553398058249,0.5749999999999997,0.5588235294117645,0.08571428571428572,0.16666666666666669,0.6918767507002801,0.75,1,1,1
0.554054054054054,0.6504854368932036,0.3374999999999999,0.7058823529411766,0.7619047619047619,0.1111111111111111,0.7759103641456583,0.5,1,0,1
0.4864864864864864,0.2524271844660193,0.2749999999999999,0.7647058823529411,0.7619047619047619,0.05555555555555555,0.7198879551820728,0.25,1,1,1
