TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,CUACA,Encoding CUACA
2021-07-19,24.8,33.0,28.6,81.0,0.0,7.2,4,90,2,S ,Cerah,0
2021-07-20,24.9,33.2,27.3,84.0,5.0,4.6,4,180,2,S ,Hujan,1
2021-07-21,25.0,27.0,25.5,86.0,16.0,2.6,4,230,2,W ,Hujan,1
2021-07-22,23.8,32.2,27.7,77.0,5.0,0.0,4,180,2,SW,Hujan,1
2021-07-23,24.0,34.5,28.6,78.0,0.0,4.2,4,200,2,S ,Cerah,0
2021-07-24,24.7,33.8,28.9,78.0,0.0,5.6,4,210,3,SW,Cerah,0
2021-07-25,25.4,33.2,28.6,77.0,0.0,7.1,8,160,3,S ,Cerah,0
2021-07-26,25.5,33.8,27.6,84.0,0.0,6.3,5,150,2,SW,Cerah,0
2021-07-27,23.0,31.8,28.4,76.0,44.1,5.5,3,350,2,S ,Hujan,1
2021-07-28,22.8,33.8,28.5,80.0,2.7,3.0,4,140,3,S ,Hujan,1
2021-07-29,25.8,33.3,28.8,80.0,0.0,2.7,5,200,3,SW,Cerah,0
2021-07-30,22.8,33.2,28.4,80.0,0.0,7.5,3,240,2,S ,Cerah,0
2021-07-31,26.0,30.0,27.6,86.0,0.0,3.6,3,280,2,W ,Cerah,0
2021-08-01,25.9,32.8,27.9,79.0,0.0,0.2,4,220,3,SW,Cerah,0
2021-08-02,25.8,33.2,27.4,84.0,0.0,4.5,5,40,3,W ,Cerah,0
2021-08-03,24.3,33.2,26.6,85.0,3.2,2.8,3,230,2,W ,Hujan,1
2021-08-04,24.4,34.0,28.3,80.0,0.6,2.5,4,190,2,S ,Hujan,1
2021-08-05,24.8,34.2,28.1,80.0,2.3,6.7,5,260,3,SW,Hujan,1
2021-08-06,24.0,32.8,27.5,78.0,4.0,5.9,3,330,2,E ,Hujan,1
2021-08-07,20.4,33.6,28.3,78.0,2.666666666666667,2.2,4,240,2,NE,Hujan,1
2021-08-07,20.4,33.6,28.3,78.0,1.3333333333333335,2.2,4,240,2,NE,Hujan,1
2021-08-08,24.2,33.8,26.7,85.0,0.0,5.5,6,130,2,NW,Cerah,0
2021-08-08,24.2,33.8,26.7,85.0,0.0,5.5,6,130,2,NW,Cerah,0
2021-08-09,24.4,31.7,27.4,82.0,30.5,4.2,3,140,2,SE,Hujan,1
2021-08-10,25.4,32.1,28.5,78.0,0.0,2.2,4,120,2,S ,Cerah,0
2021-08-11,23.6,32.2,27.2,86.0,0.0,2.9,4,30,2,NE,Cerah,0
2021-08-12,24.0,31.2,27.2,86.0,54.0,4.5,3,300,2,NW,Hujan,1
2021-08-13,23.0,30.4,25.7,88.0,40.5,2.9,3,250,1,C ,Hujan,1
2021-08-14,24.8,32.4,27.4,86.0,3.5,0.0,4,40,2,W ,Hujan,1
2021-08-15,22.3,33.2,27.1,82.0,23.3,4.0,4,110,2,E ,Hujan,1
2021-08-16,23.4,35.0,27.6,84.0,8.0,7.5,3,110,1,C ,Hujan,1
2021-08-17,24.2,31.4,27.2,86.0,87.2,2.9,3,240,2,NW,Hujan,1
2021-08-18,24.4,33.7,28.0,80.0,5.4,3.4,4,330,2,W ,Hujan,1
2021-08-19,24.6,29.8,27.0,85.0,4.5,5.9,4,140,2,SW,Hujan,1
2021-08-20,24.4,31.9,27.0,86.0,3.6,1.1,3,150,2,NW,Hujan,1
2021-08-21,24.6,30.6,27.1,85.0,3.5,3.2,3,300,2,S ,Hujan,1
2021-08-22,24.6,29.1,26.4,89.0,14.5,2.9,4,280,2,W ,Hujan,1
2021-08-23,24.6,29.0,26.5,87.5,7.7,0.1,2,270,1,SW,Hujan,1
2021-08-24,24.0,32.3,26.6,86.0,1.0,0.0,4,210,2,SW,Hujan,1
2021-08-25,24.0,29.2,26.1,89.0,2.6,4.1,3,150,2,W ,Hujan,1
2021-08-26,24.2,34.2,27.3,85.0,1.0,1.2,4,180,2,NW,Hujan,1
2021-08-27,24.0,34.2,26.9,86.0,7.5,6.1,4,280,3,W ,Hujan,1
2021-08-28,24.2,29.7,26.5,87.0,14.0,3.9,3,250,2,SW,Hujan,1
2021-08-29,24.4,33.0,27.6,85.0,1.0,0.5,4,310,2,W ,Hujan,1
2021-08-30,24.4,31.9,27.5,87.0,64.8,4.5,3,10,2,W ,Hujan,1
2021-08-31,21.8,32.2,27.7,85.0,2.6,3.4,3,300,2,N ,Hujan,1
2021-09-01,25.0,30.8,27.5,85.0,5.666666666666667,1.8,3,300,2,W ,Hujan,1
2021-09-02,24.266666666666666,33.0,27.8,83.0,8.733333333333334,1.4,5,230,2,W ,Hujan,1
2021-09-03,23.533333333333335,31.0,27.5,82.0,11.8,4.9,4,250,2,SW,Hujan,1
2021-09-04,22.8,32.2,27.8,80.0,7.866666666666667,1.0,4,310,2,NW,Hujan,1
2021-09-04,22.8,32.2,27.8,80.0,3.9333333333333336,1.0,4,310,2,NW,Hujan,1
2021-09-05,25.4,31.1,25.8,91.0,0.0,1.8,4,280,2,W ,Cerah,0
2021-09-06,25.0,33.0,26.8,85.0,40.4,2.1,3,200,1,C ,Hujan,1
2021-09-07,24.6,33.3,28.1,77.0,25.5,3.7,4,240,3,SW,Hujan,1
2021-09-08,24.700000000000003,32.2,26.8,89.0,21.2,6.3,5,140,1,C ,Hujan,1
2021-09-09,24.8,32.6,27.6,83.0,16.9,0.0,4,240,2,SW,Hujan,1
2021-09-10,24.8,33.2,28.7,80.0,17.75,2.95,4,80,2,E ,Hujan,1
2021-09-11,24.6,32.0,27.5,84.0,18.6,5.9,4,80,2,E ,Hujan,1
2021-09-12,20.2,28.8,25.5,93.0,9.6,3.6,2,170,1,NE,Hujan,1
2021-09-13,24.0,31.1,27.0,86.0,44.3,0.0,4,90,2,E ,Hujan,1
2021-09-14,24.6,32.6,26.9,88.0,33.55,0.7,5,320,2,NW,Hujan,1
2021-09-15,24.8,28.2,25.6,92.0,22.8,6.7,4,260,2,W ,Hujan,1
2021-09-16,21.0,29.6,26.4,86.0,36.4,0.8,3,320,2,NW,Hujan,1
2021-09-17,22.8,32.3,27.5,82.0,0.5,0.5,3,190,1,S ,Hujan,1
2021-09-18,24.6,34.2,28.1,82.0,1.26,1.7,4,170,2,S ,Hujan,1
2021-09-18,24.6,34.2,28.1,82.0,2.02,1.7,4,170,2,S ,Hujan,1
2021-09-19,24.8,33.7,28.3,78.0,2.7800000000000002,1.6,4,170,2,S ,Hujan,1
2021-09-20,25.3,33.0,28.0,81.0,3.54,6.2,4,250,2,C ,Hujan,1
2021-09-21,24.2,30.7,27.1,84.0,4.3,3.7,3,300,2,NW,Hujan,1
2021-09-22,24.4,29.8,26.8,80.0,9.5,2.6,4,130,2,SE,Hujan,1
2021-09-23,25.0,32.5,27.9,81.0,6.5,0.1,3,110,1,E ,Hujan,1
2021-09-24,25.2,31.0,27.3,83.0,3.5,2.2,4,300,2,W ,Hujan,1
2021-09-25,24.8,34.1,27.9,82.0,0.5,2.5,3,90,2,E ,Hujan,1
2021-09-26,25.0,32.0,27.9,83.0,0.25,4.3,5,190,2,S ,Hujan,1
2021-09-27,25.2,34.4,28.6,78.0,0.0,4.3,4,230,2,W ,Cerah,0
2021-09-28,25.0,34.4,28.0,82.0,0.8,5.0,3,170,2,S ,Hujan,1
2021-09-29,25.0,32.4,28.2,84.0,2.75,5.3,6,130,2,S ,Hujan,1
2021-09-30,25.1,32.6,28.0,84.0,4.7,2.5,3,340,2,S ,Hujan,1
2021-10-01,24.4,33.2,28.0,83.0,6.8,2.6,3,130,1,SW,Hujan,1
2021-10-02,24.4,33.6,28.3,80.0,25.7,4.8,4,270,2,NW,Hujan,1
2021-10-03,21.9,31.9,28.1,82.0,0.0,6.0,4,150,2,W ,Cerah,0
2021-10-04,24.3,27.6,25.3,88.0,3.3,0.8,3,220,2,SW,Hujan,1
2021-10-05,24.0,34.6,28.3,78.0,0.3,0.0,4,180,2,S ,Hujan,1
2021-10-06,22.2,33.7,29.2,78.0,0.0,7.9,4,240,3,S ,Cerah,0
2021-10-07,22.7,33.0,28.4,76.0,1.4,5.5,4,200,2,S ,Hujan,1
2021-10-08,25.4,34.2,29.4,78.0,0.7,5.7,4,200,3,SW,Hujan,1
2021-10-09,25.4,34.5,29.6,75.0,0.0,7.5,5,150,2,S ,Cerah,0
2021-10-10,24.7,34.4,26.0,92.0,8.6,7.1,5,320,2,SW,Hujan,1
2021-10-11,24.0,34.2,28.4,79.0,17.2,0.0,5,105,3,W ,Hujan,1
2021-10-12,24.3,33.2,29.9,70.0,8.6,3.8,4,190,3,S ,Hujan,1
2021-10-13,24.6,34.6,29.7,76.0,0.0,3.6,3,260,2,S ,Cerah,0
2021-10-14,23.4,34.5,29.1,83.0,0.5,4.3,4,150,2,SE,Hujan,1
2021-10-15,26.9,32.6,27.8,87.0,36.95,2.9,4,220,2,C ,Hujan,1
2021-10-16,24.5,33.8,28.5,80.0,73.4,3.1,4,170,2,SE,Hujan,1
2021-10-17,25.0,32.7,27.9,87.0,4.2,6.6,3,110,2,E ,Hujan,1
2021-10-18,21.5,33.2,28.2,84.0,42.3,3.7,3,330,2,N ,Hujan,1
2021-10-19,24.4,33.8,29.0,80.0,33.5,5.0,4,120,2,SE,Hujan,1
2021-10-20,24.7,32.6,29.1,76.0,13.5,6.2,4,290,2,NW,Hujan,1
2021-10-21,26.0,30.9,27.9,85.0,0.0,4.8,3,290,2,S ,Cerah,0
2021-10-22,23.4,31.4,27.6,82.0,3.7,0.0,3,330,2,NW,Hujan,1
2021-10-23,24.8,34.6,28.8,79.0,2.6,1.5,3,270,2,W ,Hujan,1
2021-10-24,25.4,34.2,28.4,82.0,2.066666666666667,3.2,4,290,2,C ,Hujan,1
2021-10-25,26.0,32.3,28.2,83.0,1.5333333333333334,5.9,4,190,2,S ,Hujan,1
2021-10-26,24.2,32.4,27.6,86.0,1.0,5.8,4,310,2,E ,Hujan,1
2021-10-27,25.1,33.8,28.7,80.0,0.1,2.1,4,90,2,NE,Hujan,1
2021-10-28,25.2,32.2,28.2,83.0,2.5,6.7,4,90,2,E ,Hujan,1
2021-10-29,26.0,32.2,27.6,88.0,2.6,3.0,5,70,2,W ,Hujan,1
2021-10-30,23.2,31.0,26.6,86.0,31.0,2.2,3,270,2,W ,Hujan,1
2021-10-31,24.4,33.4,28.6,79.0,7.5,2.4,6,70,3,E ,Hujan,1
2021-11-01,24.6,34.0,29.5,76.0,9.0,7.4,4,350,2,C ,Hujan,1
2021-11-02,24.8,32.2,27.8,80.0,10.5,5.0,3,220,2,SW,Hujan,1
2021-11-03,24.8,33.2,27.9,82.0,3.5,3.6,4,10,2,N ,Hujan,1
2021-11-04,25.0,33.8,28.3,82.0,10.85,3.7,2,330,1,E ,Hujan,1
2021-11-05,24.6,30.8,26.9,86.0,18.2,4.6,2,270,1,W ,Hujan,1
2021-11-06,25.0,31.8,27.8,88.0,4.5,3.0,4,50,2,E ,Hujan,1
2021-11-07,25.0,32.8,27.7,86.0,2.8,3.2,5,90,2,C ,Hujan,1
2021-11-08,23.3,30.1,26.9,86.0,26.1,5.4,3,330,2,NW,Hujan,1
2021-11-09,24.6,33.8,28.2,80.0,8.0,2.0,4,70,2,N ,Hujan,1
2021-11-10,25.4,33.9,28.7,81.0,7.5,5.8,3,180,2,N ,Hujan,1
2021-11-11,26.0,33.2,29.1,79.0,2.1,3.0,5,280,2,NW,Hujan,1
2021-11-12,25.0,32.2,27.4,86.0,15.45,5.5,5,110,3,NW,Hujan,1
2021-11-13,24.4,28.4,26.2,90.0,28.8,3.5,3,320,2,NW,Hujan,1
2021-11-14,24.2,32.4,27.6,80.0,3.0,0.0,3,40,2,NW,Hujan,1
2021-11-15,24.1,29.4,27.3,86.0,5.6,5.0,5,310,2,N ,Hujan,1
2021-11-16,24.0,29.4,26.2,89.0,5.3,0.8,2,30,1,NE,Hujan,1
2021-11-17,24.6,31.4,27.6,84.0,15.5,0.0,3,170,2,S ,Hujan,1
2021-11-18,25.0,33.4,27.2,86.0,24.75,1.8,3,180,1,SE,Hujan,1
2021-11-19,25.0,26.8,25.4,94.0,34.0,4.2,5,270,1,C ,Hujan,1
2021-11-20,23.6,31.8,27.1,84.0,32.2,0.0,4,350,2,N ,Hujan,1
2021-11-21,24.0,34.8,28.6,80.0,0.0,1.1,4,330,2,SE,Cerah,0
2021-11-22,25.4,33.4,28.6,84.0,24.3,6.3,4,110,2,E ,Hujan,1
2021-11-23,25.799999999999997,33.8,29.2,79.0,3.7,5.6,3,330,2,NE,Hujan,1
2021-11-24,26.2,30.9,27.4,87.0,9.05,4.1,3,290,1,C ,Hujan,1
2021-11-25,24.8,31.4,27.5,84.0,14.4,1.0,2,190,1,C ,Hujan,1
2021-11-26,25.2,32.4,29.0,80.0,17.2,1.4,2,300,1,C ,Hujan,1
2021-11-27,23.8,34.0,28.2,80.0,20.0,2.7,4,280,2,NW,Hujan,1
2021-11-28,24.8,31.0,26.8,85.0,9.3,7.3,3,300,1,W ,Hujan,1
2021-11-29,24.0,29.8,26.2,83.0,4.5,2.4,3,90,1,NW,Hujan,1
2021-11-30,24.4,31.8,27.8,82.0,4.425,0.2,3,80,2,N ,Hujan,1
2021-12-01,26.0,34.5,31.5,65.0,4.35,0.4,4,20,2,NW,Hujan,1
2021-12-02,25.0,34.8,30.8,70.0,4.275,5.3,4,250,2,W ,Hujan,1
2021-12-03,25.0,33.8,30.0,74.0,4.2,6.1,3,230,2,W ,Hujan,1
2021-12-04,24.2,31.6,28.8,78.0,1.0,2.0,3,160,2,N ,Hujan,1
2021-12-05,25.0,33.9,29.9,72.0,0.0,0.3,3,280,2,W ,Cerah,0
2021-12-06,25.2,30.2,28.6,77.0,1.3333333333333333,4.2,5,270,3,W ,Hujan,1
2021-12-07,25.0,33.8,29.8,71.0,2.6666666666666665,0.0,5,200,2,SW,Hujan,1
2021-12-08,23.6,27.9,25.8,85.0,4.0,4.5,5,250,2,W ,Hujan,1
2021-12-09,22.1,32.9,29.7,73.0,4.0,0.0,4,240,2,E ,Hujan,1
2021-12-10,25.8,32.6,29.3,76.0,5.65,3.8,4,280,2,W ,Hujan,1
2021-12-11,25.2,33.4,28.4,80.0,7.3,2.4,5,230,2,W ,Hujan,1
2021-12-12,24.2,32.3,28.1,81.0,13.8,4.4,5,230,2,E ,Hujan,1
2021-12-13,21.6,32.7,28.6,78.0,5.8,3.4,4,240,1,C ,Hujan,1
2021-12-14,24.8,30.6,28.6,78.0,5.5,2.1,4,300,2,NW,Hujan,1
2021-12-15,25.0,31.8,29.2,76.0,0.0,0.7,5,260,2,N ,Cerah,0
2021-12-16,24.4,30.4,27.7,84.0,18.0,1.0,3,240,2,W ,Hujan,1
2021-12-17,22.2,34.4,29.5,79.0,0.6,0.0,5,230,2,W ,Hujan,1
2021-12-18,25.6,31.6,28.7,80.0,13.1,4.2,3,270,2,SW,Hujan,1
2021-12-19,25.0,31.0,28.0,82.0,2.7,0.6,2,340,1,NW,Hujan,1
2021-12-20,24.6,32.0,28.4,82.0,3.5,1.4,4,360,2,N ,Hujan,1
2021-12-21,24.4,30.2,28.5,81.0,2.0,1.2,2,280,1,E ,Hujan,1
2021-12-22,24.8,32.6,28.9,78.0,0.0,0.0,4,110,2,E ,Cerah,0
2021-12-23,22.6,29.2,26.3,82.0,42.0,2.0,3,340,1,N ,Hujan,1
2021-12-24,23.6,29.4,26.5,85.0,23.65,0.7,2,320,1,N ,Hujan,1
2021-12-25,21.2,31.8,27.9,80.0,5.3,0.0,4,100,2,E ,Hujan,1
2021-12-26,24.0,33.0,29.2,76.0,2.0,3.6,4,300,2,NW,Hujan,1
2021-12-27,23.8,33.0,28.3,78.0,49.2,5.1,5,230,2,NW,Hujan,1
2021-12-28,24.2,33.4,29.8,73.0,25.0,3.2,3,140,2,N ,Hujan,1
2021-12-29,21.2,31.8,29.1,77.0,2.3,5.1,3,110,2,N ,Hujan,1
2021-12-30,24.0,32.5,29.3,72.0,1.15,0.8,3,10,2,NE,Hujan,1
2021-12-31,24.0,33.8,30.5,69.0,0.0,2.5,4,50,3,NE,Cerah,0
2022-01-01,26.0,33.6,29.0,74.0,0.0,4.35,4,100,3,NE,Cerah,0
2022-01-02,23.6,33.6,28.5,76.0,0.0,6.2,4,100,2,E ,Cerah,0
2022-01-03,25.1,30.4,27.2,86.0,3.9,6.9,4,80,2,E ,Hujan,1
2022-01-04,24.6,31.0,27.1,86.0,0.2,0.1,4,110,2,NE,Hujan,1
2022-01-05,24.2,34.1,28.2,78.0,1.5,0.2,5,80,2,E ,Hujan,1
2022-01-06,22.0,34.1,27.5,81.0,17.3,6.1,3,360,2,NE,Hujan,1
2022-01-07,24.5,31.2,26.8,86.0,13.65,2.6,3,40,2,N ,Hujan,1
2022-01-08,23.0,31.8,26.5,82.0,10.0,2.1,3,270,2,W ,Hujan,1
2022-01-09,23.8,33.7,28.2,80.0,6.25,0.7,5,90,2,E ,Hujan,1
2022-01-10,21.1,33.7,27.0,82.0,2.5,6.0,4,310,2,N ,Hujan,1
2022-01-11,24.4,33.1,28.3,76.0,0.0,2.4,5,90,3,E ,Cerah,0
2022-01-12,24.4,31.2,27.4,81.0,10.5,5.1,3,320,2,N ,Hujan,1
2022-01-13,25.0,32.4,27.9,76.0,0.0,2.8,3,140,2,E ,Cerah,0
2022-01-14,23.4,32.3,27.5,78.0,13.2,3.1,3,340,2,N ,Hujan,1
2022-01-15,23.8,32.6,27.3,83.0,8.1,4.1,5,30,2,N ,Hujan,1
2022-01-16,24.6,28.4,26.1,87.0,3.0,2.1,3,350,2,E ,Hujan,1
2022-01-17,24.0,33.4,27.8,78.0,1.5,0.0,4,110,2,N ,Hujan,1
2022-01-18,24.4,32.8,28.2,78.0,0.0,7.4,5,20,3,E ,Cerah,0
2022-01-19,24.5,28.6,26.3,88.0,2.6,5.3,2,280,1,W ,Hujan,1
2022-01-20,24.4,33.2,27.3,83.0,7.8,0.0,3,230,2,SW,Hujan,1
2022-01-21,24.0,30.0,27.0,85.0,16.3,4.3,3,240,2,SW,Hujan,1
2022-01-22,23.9,33.7,27.8,84.0,8.5,0.0,4,330,2,W ,Hujan,1
2022-01-23,25.0,30.2,27.1,84.0,0.7,6.9,5,310,2,NW,Hujan,1
2022-01-24,25.2,33.6,27.7,84.0,0.0,0.1,3,100,2,NW,Cerah,0
2022-01-25,25.2,30.0,26.8,90.0,6.5,5.4,2,10,1,E ,Hujan,1
2022-01-26,24.1,33.6,27.7,84.0,4.4,0.0,4,290,2,C ,Hujan,1
2022-01-27,25.1,31.4,26.9,88.0,2.3,4.8,3,320,2,NW,Hujan,1
2022-01-28,24.4,29.0,26.3,88.0,2.5,1.1,3,310,1,N ,Hujan,1
2022-01-29,24.0,32.1,26.9,85.0,2.0,0.0,2,330,2,N ,Hujan,1
2022-01-30,23.6,33.5,27.4,84.0,1.1,3.7,3,250,1,E ,Hujan,1
2022-01-31,24.3,34.0,27.4,81.0,2.1,4.6,6,120,2,N ,Hujan,1
2022-02-01,24.3,31.0,27.8,82.0,2.0,4.1,3,10,1,N ,Hujan,1
2022-02-02,24.4,34.0,28.0,78.0,0.0,0.6,4,70,3,NE,Cerah,0
2022-02-03,24.6,33.6,28.2,76.0,0.0,5.3,4,100,2,E ,Cerah,0
2022-02-04,24.8,34.8,29.2,74.0,0.0,6.2,5,10,3,E ,Cerah,0
2022-02-05,25.4,33.8,29.1,75.0,0.0,6.0,4,80,3,NE,Cerah,0
2022-02-06,25.2,32.4,28.1,81.0,2.0,6.6,4,60,2,NE,Hujan,1
2022-02-07,24.2,32.3,30.0,69.0,0.0,2.3,6,70,3,N ,Cerah,0
2022-02-08,24.6,32.4,27.1,82.0,0.2,3.3,4,20,2,NE,Hujan,1
2022-02-09,25.0,29.2,26.5,87.0,9.5,3.4,3,50,2,NE,Hujan,1
2022-02-10,25.4,32.0,27.3,86.0,2.0,0.1,2,10,1,E ,Hujan,1
2022-02-11,25.0,29.2,26.6,87.0,0.5,1.5,2,50,1,NE,Hujan,1
2022-02-12,25.0,30.0,26.8,84.0,1.0,0.8,4,270,2,W ,Hujan,1
2022-02-13,24.2,32.8,27.3,82.0,2.1,0.0,5,80,2,E ,Hujan,1
2022-02-14,24.6,33.2,28.0,80.0,1.3,2.2,5,110,2,E ,Hujan,1
2022-02-15,24.35,33.0,27.8,83.0,9.1,4.9,4,210,2,C ,Hujan,1
2022-02-16,24.1,31.4,27.1,83.0,16.9,1.6,5,60,3,E ,Hujan,1
2022-02-17,24.0,33.4,27.4,84.0,0.0,2.1,5,10,2,NE,Cerah,0
2022-02-18,24.8,31.0,26.9,86.0,6.0,5.8,3,60,1,NW,Hujan,1
2022-02-19,24.0,32.7,27.6,84.0,4.7,0.2,3,280,2,W ,Hujan,1
2022-02-20,24.6,28.2,26.4,85.0,7.6,2.5,4,270,2,W ,Hujan,1
2022-02-21,24.4,30.6,27.0,86.0,3.8,0.0,3,80,2,N ,Hujan,1
2022-02-22,24.0,33.0,27.0,83.0,0.0,0.3,4,80,2,NE,Cerah,0
2022-02-23,23.4,33.1,26.9,80.0,7.0,5.5,5,80,2,E ,Hujan,1
2022-02-24,24.0,31.3,26.3,86.0,11.7,5.0,4,100,2,E ,Hujan,1
2022-02-25,22.8,33.1,27.1,76.0,26.0,1.1,4,70,2,NE,Hujan,1
2022-02-26,23.2,34.0,28.1,76.0,0.0,2.9,5,100,3,NE,Cerah,0
2022-02-27,23.299999999999997,34.6,28.4,72.0,0.2,5.8,5,320,3,NW,Hujan,1
2022-02-28,23.4,30.0,26.0,85.0,8.4,5.9,3,300,2,NE,Hujan,1
2022-03-01,23.4,33.4,27.5,80.0,12.9,0.0,4,40,2,NE,Hujan,1
2022-03-02,25.8,35.0,29.2,78.0,0.0,6.1,4,360,3,NW,Cerah,0
2022-03-03,22.8,29.4,26.0,86.0,8.5,7.6,3,340,1,C ,Hujan,1
2022-03-04,24.4,33.0,28.0,81.0,0.5,0.3,4,100,2,E ,Hujan,1
2022-03-05,24.6,28.6,25.5,92.0,21.0,5.8,3,300,2,NW,Hujan,1
2022-03-06,23.2,34.4,27.3,82.0,11.0,0.0,5,230,3,W ,Hujan,1
2022-03-07,23.3,26.9,25.5,90.0,1.4,4.7,5,330,2,W ,Hujan,1
2022-03-08,23.7,34.0,28.1,76.0,4.7,0.0,5,270,3,W ,Hujan,1
2022-03-09,24.4,30.0,27.0,88.0,1.0,8.0,3,50,1,W ,Hujan,1
2022-03-10,24.2,35.0,28.1,81.0,9.15,0.0,4,150,2,N ,Hujan,1
2022-03-11,23.2,32.1,26.9,84.0,17.3,7.7,3,360,1,NW,Hujan,1
2022-03-12,23.2,32.3,28.3,82.0,3.2,2.2,5,320,3,N ,Hujan,1
2022-03-13,24.2,31.6,25.8,90.0,8.5,2.9,2,120,1,NW,Hujan,1
2022-03-14,24.2,33.0,27.8,82.0,9.5,0.0,4,140,2,SE,Hujan,1
2022-03-15,23.0,32.9,28.1,84.0,0.0,5.4,4,100,1,E ,Cerah,0
2022-03-16,25.0,33.6,27.6,81.0,1.6,2.9,5,270,2,NW,Hujan,1
2022-03-17,25.0,33.4,27.7,86.0,20.5,4.5,3,130,1,S ,Hujan,1
2022-03-18,25.0,34.0,27.4,85.0,19.3,4.2,3,340,2,N ,Hujan,1
2022-03-19,24.0,32.9,27.6,82.0,15.9,5.0,4,260,2,NW,Hujan,1
2022-03-20,24.2,28.5,25.3,92.0,5.6,3.9,3,320,1,NW,Hujan,1
2022-03-21,24.4,33.8,28.4,82.0,21.9,0.0,3,340,2,N ,Hujan,1
2022-03-22,23.8,29.4,26.1,87.0,61.0,5.8,4,290,2,W ,Hujan,1
2022-03-23,22.4,31.9,27.7,83.0,5.1,0.0,4,70,2,E ,Hujan,1
2022-03-24,25.0,34.1,28.6,78.0,2.55,0.2,4,80,2,E ,Hujan,1
2022-03-25,24.4,34.0,26.8,82.0,0.0,5.1,6,250,2,NE,Cerah,0
2022-03-26,23.8,33.8,28.1,80.0,32.9,4.4,5,260,2,E ,Hujan,1
2022-03-27,23.2,30.2,27.4,82.0,0.0,5.8,4,240,2,NW,Cerah,0
2022-03-28,25.2,32.5,28.0,80.0,0.0,1.4,5,200,2,S ,Cerah,0
2022-03-29,25.0,32.4,26.3,87.0,7.7,4.6,5,170,1,E ,Hujan,1
2022-03-30,24.6,32.4,27.0,87.0,0.0,3.8,4,140,1,NW,Cerah,0
2022-03-31,23.6,35.1,27.9,81.0,2.5,3.1,5,190,2,NW,Hujan,1
2022-04-01,24.7,34.8,28.1,80.0,10.333333333333332,6.6,7,300,2,NW,Hujan,1
2022-04-02,24.6,33.6,27.3,85.0,18.166666666666664,6.9,4,130,2,SW,Hujan,1
2022-04-03,24.8,30.2,27.2,78.0,26.0,4.6,5,280,2,W ,Hujan,1
2022-04-04,24.2,33.6,27.3,83.0,0.0,1.8,3,260,2,S ,Cerah,0
2022-04-05,24.2,30.0,27.1,82.0,15.0,5.2,5,280,3,W ,Hujan,1
2022-04-06,24.8,32.2,27.6,84.0,3.5,0.4,6,240,2,C ,Hujan,1
2022-04-07,23.8,33.2,27.5,80.0,23.8,1.7,4,270,2,W ,Hujan,1
2022-04-08,23.2,33.7,28.0,76.0,1.5,5.2,6,290,4,W ,Hujan,1
2022-04-09,24.7,35.0,28.5,74.0,0.1,3.9,5,270,3,W ,Hujan,1
2022-04-10,25.4,32.0,28.4,81.0,11.3,7.3,5,260,2,W ,Hujan,1
2022-04-11,25.2,33.0,27.6,84.0,8.9,1.2,4,270,2,W ,Hujan,1
2022-04-12,23.6,35.2,29.0,79.0,6.1,3.1,5,180,2,SW,Hujan,1
2022-04-13,25.4,33.0,28.3,77.0,3.3,7.2,4,300,2,W ,Hujan,1
2022-04-14,25.4,33.4,28.1,84.0,0.5,2.4,3,150,1,C ,Hujan,1
2022-04-15,25.4,35.0,28.2,82.0,3.55,2.5,6,270,2,E ,Hujan,1
2022-04-16,24.5,29.0,25.5,90.0,6.6,5.8,6,290,2,N ,Hujan,1
2022-04-17,24.3,34.0,27.7,83.0,30.8,0.0,4,110,2,E ,Hujan,1
2022-04-18,25.0,34.2,29.1,79.0,25.46666666666667,5.1,4,80,3,E ,Hujan,1
2022-04-19,26.4,35.0,28.7,81.0,20.133333333333333,8.0,5,240,2,NE,Hujan,1
2022-04-20,26.2,34.0,28.8,80.0,14.8,5.4,3,130,2,N ,Hujan,1
2022-04-21,26.0,32.4,27.8,84.0,11.55,4.0,4,70,2,W ,Hujan,1
2022-04-22,25.2,28.6,26.2,94.0,8.3,2.8,4,290,2,C ,Hujan,1
2022-04-23,23.4,33.8,27.5,83.0,23.5,0.1,4,100,2,E ,Hujan,1
2022-04-24,22.8,33.4,28.1,82.0,0.0,5.8,3,90,2,C ,Cerah,0
2022-04-25,23.5,34.0,28.15,94.0,20.75,4.5,4,300,2,N ,Hujan,1
2022-04-26,24.2,34.6,28.2,82.0,41.5,0.0,4,150,2,NW,Hujan,1
2022-04-27,24.8,30.6,27.2,84.0,22.0,7.3,4,290,2,W ,Hujan,1
2022-04-28,23.6,34.3,28.3,83.0,0.0,0.0,5,150,2,SE,Cerah,0
2022-04-29,25.2,33.0,28.7,79.0,36.8,5.4,3,140,2,SE,Hujan,1
2022-04-30,25.2,32.0,28.4,85.0,0.0,5.9,5,90,2,E ,Cerah,0
2022-05-01,24.0,33.7,29.0,80.0,1.7,2.0,5,90,2,E ,Hujan,1
2022-05-02,22.8,33.6,28.2,80.0,7.0,6.8,4,90,2,E ,Hujan,1
2022-05-03,26.0,34.0,29.4,80.0,2.0,4.5,4,100,2,E ,Hujan,1
2022-05-04,24.6,33.4,28.0,83.0,13.0,6.8,3,250,2,W ,Hujan,1
