TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,CUACA,Encoding CUACA
2020-10-11,24.5,33.8,28.4,82.0,5.2,0.0,4,90,2,E ,Hujan,1
2020-10-12,24.8,30.4,27.6,85.0,3.9000000000000004,6.4,4,290,1,C ,Hujan,1
2020-10-13,25.4,32.8,29.0,80.0,2.6,1.3,3,210,2,SW,Hujan,1
2020-10-14,27.8,35.2,31.6,68.0,0.0,5.5,4,230,2,SW,Cerah,0
2020-10-15,25.1,28.1,25.8,88.0,15.4,7.4,2,10,0,C ,Hujan,1
2020-10-16,24.8,33.4,27.9,82.0,7.0,0.0,4,90,1,C ,Hujan,1
2020-10-17,25.0,30.8,26.1,94.0,17.55,0.0,6,90,1,E ,Hujan,1
2020-10-18,25.0,30.2,26.5,92.0,28.1,0.0,3,250,1,SW,Hujan,1
2020-10-19,24.25,27.2,24.7,92.0,17.1,0.2,2,220,1,C ,Hujan,1
2020-10-20,23.5,33.2,28.4,81.0,8.7,0.0,4,20,2,N ,Hujan,1
2020-10-20,23.5,33.2,28.4,81.0,8.7,0.0,4,20,2,N ,Hujan,1
2020-10-21,25.0,33.6,28.5,78.0,5.799999999999999,4.9,3,180,2,W ,Hujan,1
2020-10-22,24.2,35.0,29.8,73.0,2.8999999999999995,3.2,4,310,2,NW,Hujan,1
2020-10-23,26.4,35.2,28.8,78.0,0.0,7.7,3,270,2,NW,Cerah,0
2020-10-24,24.6,34.1,28.4,82.0,7.5,6.4,3,280,2,N ,Hujan,1
2020-10-25,26.8,34.400000000000006,28.45,80.0,0.0,7.8,4,250,2,NE,Cerah,0
2020-10-26,25.4,34.7,28.5,78.0,0.0,5.1,4,150,2,W ,Cerah,0
2020-10-27,25.2,31.6,28.0,76.0,0.0,4.8,5,270,3,W ,Cerah,0
2020-10-28,26.6,33.0,28.3,83.0,0.0,4.2,3,330,1,W ,Cerah,0
2020-10-29,24.9,33.4,28.6,80.0,0.3,3.7,6,90,2,N ,Hujan,1
2020-10-30,25.2,34.3,28.8,72.0,21.900000000000002,1.6,5,90,3,NE,Hujan,1
2020-10-31,25.0,32.6,27.5,78.0,43.5,7.8,3,250,2,W ,Hujan,1
2020-11-01,24.8,32.0,28.1,77.0,24.75,3.1,3,270,2,NE,Hujan,1
2020-11-02,25.0,33.4,26.9,87.0,6.0,1.8,3,360,2,S ,Hujan,1
2020-11-03,23.4,31.8,27.9,78.0,16.5,3.5,3,300,2,NW,Hujan,1
2020-11-04,24.4,32.8,28.0,81.0,12.666666666666666,2.8,5,190,2,NE,Hujan,1
2020-11-05,24.7,34.4,29.1,76.0,8.833333333333332,2.8,4,20,3,E ,Hujan,1
2020-11-06,25.0,30.4,27.5,84.0,5.0,7.3,3,200,1,NW,Hujan,1
2020-11-07,25.0,33.2,28.5,80.0,2.5,1.4,3,90,1,E ,Hujan,1
2020-11-08,23.0,32.4,27.2,83.0,10.0,3.9,3,270,1,W ,Hujan,1
2020-11-09,24.2,34.0,28.9,78.0,7.5,2.9,4,270,2,S ,Hujan,1
2020-11-10,24.4,34.0,28.8,78.0,5.0,6.6,3,180,2,W ,Hujan,1
2020-11-11,24.6,33.2,28.4,82.0,2.5,4.0,3,360,1,C ,Hujan,1
2020-11-12,26.0,34.4,29.4,76.0,0.0,3.7,4,40,2,E ,Cerah,0
2020-11-13,25.2,34.4,29.9,76.0,0.0,8.0,5,40,3,NE,Cerah,0
2020-11-14,26.2,33.0,28.9,80.0,0.43333333333333335,6.7,5,90,3,NE,Hujan,1
2020-11-14,26.2,33.0,28.9,80.0,0.8666666666666667,6.7,5,90,3,NE,Hujan,1
2020-11-15,25.799999999999997,32.8,28.5,81.0,1.3,1.0,3,360,2,N ,Hujan,1
2020-11-16,25.4,31.8,28.5,79.0,0.65,3.1,4,270,2,W ,Hujan,1
2020-11-17,25.6,33.2,28.7,78.0,0.0,3.1,3,100,2,E ,Cerah,0
2020-11-18,25.0,34.6,29.3,77.0,0.0,4.8,3,90,2,W ,Cerah,0
2020-11-19,25.8,31.1,28.7,82.0,1.5,3.9,4,180,1,C ,Hujan,1
2020-11-19,25.8,31.1,28.7,82.0,1.5,3.0,4,180,1,C ,Hujan,1
2020-11-20,25.3,34.0,28.9,79.0,3.8,2.1,2,20,1,C ,Hujan,1
2020-11-21,24.8,33.2,28.3,84.0,7.3,3.0,2,360,1,N ,Hujan,1
2020-11-22,25.6,32.2,28.2,82.0,0.2,4.7,3,90,1,C ,Hujan,1
2020-11-23,24.4,32.8,27.5,84.0,5.5,1.6,3,90,1,C ,Hujan,1
2020-11-24,25.1,30.1,26.6,88.0,27.0,3.6,3,280,2,W ,Hujan,1
2020-11-25,24.35,33.2,28.0,86.0,0.6,1.4,5,320,2,NW,Hujan,1
2020-11-26,23.6,32.4,28.3,81.0,7.3,6.4,3,270,2,W ,Hujan,1
2020-11-26,23.6,32.4,28.3,81.0,7.3,6.4,3,270,2,W ,Hujan,1
2020-11-27,23.5,29.0,26.5,86.0,17.6,2.7,4,260,2,W ,Hujan,1
2020-11-28,22.6,29.3,26.1,92.0,22.3,0.2,3,280,1,W ,Hujan,1
2020-11-29,23.9,33.0,26.9,90.0,35.0,0.1,4,80,2,SW,Hujan,1
2020-11-30,23.549999999999997,29.6,26.1,85.0,15.9,4.4,2,310,0,C ,Hujan,1
2020-12-01,23.2,34.0,28.4,82.0,15.2,0.8,4,300,2,NW,Hujan,1
2020-12-02,24.0,30.0,26.4,86.0,14.5,6.8,3,300,1,NW,Hujan,1
2020-12-03,23.6,34.6,28.0,83.0,10.75,0.0,4,190,2,NW,Hujan,1
2020-12-04,25.3,32.5,28.2,82.0,7.0,7.4,3,210,2,SW,Hujan,1
2020-12-05,25.7,35.8,29.6,78.0,0.0,3.1,4,270,2,W ,Cerah,0
2020-12-06,25.6,33.0,29.4,80.0,0.0,7.5,4,310,2,NW,Cerah,0
2020-12-07,26.6,32.2,28.8,82.0,0.0,1.8,3,110,2,E ,Cerah,0
2020-12-08,26.700000000000003,34.0,28.5,83.0,2.5,2.2,4,90,2,E ,Hujan,1
2020-12-09,26.8,33.6,29.4,78.0,5.65,4.7,3,90,1,C ,Hujan,1
2020-12-10,24.7,32.6,27.8,82.0,8.8,3.9,3,130,2,E ,Hujan,1
2020-12-11,23.8,32.0,28.3,83.0,1.7,4.1,5,280,2,NW,Hujan,1
2020-12-12,25.8,32.4,27.1,87.0,8.75,5.2,4,220,1,C ,Hujan,1
2020-12-13,23.4,31.6,27.3,83.0,15.8,3.1,4,140,2,SE,Hujan,1
2020-12-14,25.4,33.8,28.7,79.0,7.9,3.6,4,310,2,NW,Hujan,1
2020-12-15,25.0,33.6,27.5,85.0,0.0,7.1,4,280,2,W ,Cerah,0
2020-12-16,24.8,33.0,28.2,84.0,4.0,4.6,3,300,2,NW,Hujan,1
2020-12-17,24.0,32.8,27.6,85.0,8.0,3.9,4,310,2,NW,Hujan,1
2020-12-18,23.8,30.2,27.4,86.0,6.0,4.3,3,260,1,C ,Hujan,1
2020-12-19,24.0,31.7,27.0,86.0,4.6,0.1,4,240,2,C ,Hujan,1
2020-12-20,24.2,33.5,29.0,77.0,6.233333333333333,0.8,6,250,3,W ,Hujan,1
2020-12-21,24.4,33.6,27.5,82.0,7.866666666666667,6.1,4,250,2,W ,Hujan,1
2020-12-22,24.0,31.8,26.7,89.0,9.5,3.9,3,280,1,C ,Hujan,1
2020-12-23,24.0,33.8,27.4,87.0,7.3,1.4,4,270,2,C ,Hujan,1
2020-12-24,25.2,32.1,27.6,85.0,0.8,3.2,7,320,2,W ,Hujan,1
2020-12-25,24.2,28.4,26.0,89.0,4.8,1.7,3,310,1,W ,Hujan,1
2020-12-26,23.0,31.0,26.6,88.0,1.5,0.0,3,190,2,W ,Hujan,1
2020-12-27,24.0,33.4,27.2,86.0,8.0,0.8,3,300,2,SW,Hujan,1
2020-12-28,23.0,31.0,27.2,86.0,2.0,5.3,3,270,1,C ,Hujan,1
2020-12-29,23.0,31.6,26.2,88.0,0.5,0.2,6,230,2,C ,Hujan,1
2020-12-30,23.0,33.4,28.2,83.0,1.6,0.9,5,250,3,W ,Hujan,1
2020-12-31,23.0,32.2,26.6,84.0,13.0,5.0,4,200,2,NW,Hujan,1
2021-01-01,23.0,33.2,26.5,88.0,1.8,3.3,4,280,2,W ,Hujan,1
2021-01-02,23.2,30.8,27.1,88.0,7.0,6.4,2,140,1,C ,Hujan,1
2021-01-03,24.8,32.7,27.3,84.0,2.0,1.2,5,290,2,NW,Hujan,1
2021-01-04,24.6,31.8,28.1,84.0,2.7,5.4,3,300,2,NW,Hujan,1
2021-01-05,24.6,31.4,27.4,83.0,10.5,1.8,4,300,2,W ,Hujan,1
2021-01-06,24.3,32.2,27.4,88.0,5.0,2.3,4,50,1,C ,Hujan,1
2021-01-07,25.2,32.7,27.0,89.0,17.2,2.5,4,90,1,C ,Hujan,1
2021-01-08,24.6,33.4,28.1,82.0,74.9,4.2,5,270,2,SE,Hujan,1
2021-01-09,24.200000000000003,33.6,27.6,84.0,15.5,4.5,4,270,2,W ,Hujan,1
2021-01-10,23.8,33.4,28.9,82.0,21.5,5.7,3,350,2,NW,Hujan,1
2021-01-11,25.4,33.0,28.4,82.0,12.75,5.5,4,260,2,S ,Hujan,1
2021-01-12,25.8,30.6,27.4,90.0,4.0,1.6,3,200,2,C ,Hujan,1
2021-01-13,24.6,33.8,28.4,82.0,34.3,0.0,4,270,2,W ,Hujan,1
2021-01-14,24.6,31.8,27.7,85.0,32.65,4.0,4,300,3,W ,Hujan,1
2021-01-15,24.6,29.0,26.5,87.0,31.0,2.9,4,260,2,W ,Hujan,1
2021-01-16,23.8,33.0,27.7,78.0,4.2,0.0,5,270,3,W ,Hujan,1
2021-01-17,23.8,30.1,26.0,90.0,4.1,3.2,2,260,1,SW,Hujan,1
2021-01-18,21.5,34.3,28.9,80.0,3.0,0.0,4,180,2,W ,Hujan,1
2021-01-19,25.1,33.8,28.6,84.0,4.5,4.8,4,240,2,SW,Hujan,1
2021-01-20,26.2,33.0,27.3,91.0,6.0,3.6,3,280,1,C ,Hujan,1
2021-01-21,25.4,33.8,28.1,85.0,6.5,3.0,4,140,2,W ,Hujan,1
2021-01-22,24.0,29.4,26.0,91.0,8.0,3.4,2,70,1,C ,Hujan,1
2021-01-23,23.5,32.7,28.3,84.0,13.25,0.0,3,300,2,NW,Hujan,1
2021-01-24,24.6,30.2,26.7,84.0,18.5,3.4,4,270,2,W ,Hujan,1
2021-01-25,24.6,29.2,26.9,88.0,7.3,0.8,3,110,2,E ,Hujan,1
2021-01-26,24.4,34.2,27.7,84.0,15.95,0.1,3,290,2,W ,Hujan,1
2021-01-27,23.4,34.2,27.3,82.0,24.6,4.4,7,360,2,N ,Hujan,1
2021-01-28,23.4,32.6,28.1,80.0,4.7,7.0,4,290,2,N ,Hujan,1
2021-01-29,24.6,33.0,28.5,80.0,3.5250000000000004,3.3,4,50,2,E ,Hujan,1
2021-01-30,25.0,34.2,28.0,82.0,2.35,3.7,3,330,2,NE,Hujan,1
2021-01-31,24.6,33.4,28.6,79.0,1.1749999999999998,6.8,5,80,3,E ,Hujan,1
2021-02-01,24.65,33.2,28.8,79.0,0.0,5.6,4,90,2,E ,Cerah,0
2021-02-02,24.7,31.4,27.6,84.0,6.6,4.0,3,350,1,C ,Hujan,1
2021-02-03,25.0,34.8,28.2,84.0,20.199999999999996,0.0,4,10,2,N ,Hujan,1
2021-02-04,23.0,30.2,26.0,88.0,33.8,3.8,3,270,1,NW,Hujan,1
2021-02-05,24.0,33.2,28.3,82.0,2.0,0.0,4,80,2,NE,Hujan,1
2021-02-06,25.4,32.8,28.4,82.0,0.0,5.6,4,120,2,NE,Cerah,0
2021-02-07,24.0,32.5,28.3,82.0,0.5,5.0,4,360,2,E ,Hujan,1
2021-02-08,26.2,34.0,28.9,80.0,1.0,1.2,4,30,2,N ,Hujan,1
2021-02-09,23.2,33.2,27.3,83.0,1.5,5.8,4,160,2,C ,Hujan,1
2021-02-10,24.0,34.6,28.6,82.0,8.0,5.3,5,160,2,S ,Hujan,1
2021-02-11,25.8,33.1,28.0,86.0,0.0,6.3,3,80,2,E ,Cerah,0
2021-02-12,25.4,27.0,25.6,92.0,11.7,2.7,3,310,1,W ,Hujan,1
2021-02-13,23.7,30.0,25.1,95.0,23.4,0.0,3,100,1,W ,Hujan,1
2021-02-14,22.4,28.8,24.6,89.0,35.1,0.3,3,310,1,NW,Hujan,1
2021-02-15,22.6,33.0,26.8,85.0,30.92,1.1,3,150,2,E ,Hujan,1
2021-02-16,24.0,33.5,27.6,84.0,26.740000000000002,5.5,5,90,2,N ,Hujan,1
2021-02-17,23.0,30.6,27.3,86.0,22.56,5.5,5,280,2,C ,Hujan,1
2021-02-18,25.0,27.0,25.9,92.0,18.38,0.5,4,310,2,NW,Hujan,1
2021-02-19,23.6,34.2,27.2,83.0,14.2,0.0,4,70,2,E ,Hujan,1
2021-02-20,23.2,31.6,27.4,81.0,7.1,5.0,3,90,2,NE,Hujan,1
2021-02-21,24.0,33.9,26.9,84.0,0.0,4.1,4,150,2,C ,Cerah,0
2021-02-21,24.0,33.9,26.9,84.0,0.0,4.1,4,150,2,C ,Cerah,0
2021-02-22,24.7,30.0,26.7,85.0,0.1,5.7,2,310,1,N ,Hujan,1
2021-02-23,24.6,27.6,25.9,93.0,2.9,0.0,2,10,1,N ,Hujan,1
2021-02-24,24.4,33.9,27.9,84.0,1.45,0.0,4,90,2,E ,Hujan,1
2021-02-25,24.2,35.8,29.1,78.0,0.0,4.9,5,100,2,NE,Cerah,0
2021-02-26,25.4,33.5,28.2,82.0,0.0,8.0,5,240,2,NE,Cerah,0
2021-02-27,24.2,33.7,27.0,85.0,11.2,5.2,6,130,2,C ,Hujan,1
2021-02-28,24.0,32.0,27.5,83.0,22.4,4.5,3,270,2,C ,Hujan,1
2021-03-01,24.4,31.0,27.0,85.0,0.0,1.5,3,10,2,N ,Cerah,0
2021-03-02,24.5,34.8,28.4,78.0,9.25,0.3,5,90,3,E ,Hujan,1
2021-03-03,23.8,32.8,27.0,83.0,18.5,7.1,5,90,2,E ,Hujan,1
2021-03-04,21.6,32.0,26.6,86.0,0.0,6.1,4,50,1,NE,Cerah,0
2021-03-05,23.1,30.0,27.2,84.0,1.0,2.2,4,30,2,NE,Hujan,1
2021-03-06,24.6,33.2,28.2,79.0,0.5,4.4,5,60,3,NE,Hujan,1
2021-03-07,25.0,33.4,28.4,81.0,0.0,6.6,4,90,3,E ,Cerah,0
2021-03-08,25.4,33.3,28.9,76.0,0.4,7.2,4,70,3,E ,Hujan,1
2021-03-09,24.6,29.8,26.3,86.0,10.3,7.5,4,110,1,N ,Hujan,1
2021-03-10,23.4,31.4,26.3,85.0,71.0,0.4,4,80,1,C ,Hujan,1
2021-03-11,25.2,32.8,27.0,85.0,44.5,3.2,4,140,1,C ,Hujan,1
2021-03-12,24.0,33.2,27.3,84.0,18.0,3.3,4,290,1,C ,Hujan,1
2021-03-13,24.6,33.7,28.3,78.0,0.6,2.2,3,250,2,W ,Hujan,1
2021-03-14,22.5,28.9,25.5,89.0,18.2,4.1,3,300,2,W ,Hujan,1
2021-03-15,24.4,33.8,28.0,80.0,0.9,0.0,4,260,2,W ,Hujan,1
2021-03-16,24.2,33.6,27.5,81.0,12.950000000000001,7.7,4,300,1,C ,Hujan,1
2021-03-17,24.0,34.6,28.1,81.0,25.0,3.7,4,120,2,N ,Hujan,1
2021-03-17,24.0,34.6,28.1,81.0,25.0,3.7,4,120,2,N ,Hujan,1
2021-03-18,23.2,32.0,27.2,86.0,3.5,7.9,4,350,2,N ,Hujan,1
2021-03-19,22.4,34.4,28.0,78.0,5.0,3.2,5,80,3,E ,Hujan,1
2021-03-20,23.0,32.0,27.4,84.0,6.5,8.0,5,290,2,C ,Hujan,1
2021-03-20,23.599999999999998,32.0,27.4,84.0,8.0,8.0,5,290,2,C ,Hujan,1
2021-03-21,24.2,34.5,28.2,81.0,9.5,3.3,4,110,2,N ,Hujan,1
2021-03-22,24.2,33.8,27.6,83.0,0.5,7.3,4,300,2,W ,Hujan,1
2021-03-23,25.4,30.4,26.4,92.0,42.1,5.4,4,240,1,NE,Hujan,1
2021-03-24,23.4,32.4,27.2,86.0,39.5,1.9,5,50,2,N ,Hujan,1
2021-03-25,24.5,30.8,27.6,85.0,0.6,4.4,3,60,2,NE,Hujan,1
2021-03-26,25.6,30.4,27.5,88.0,2.0,2.6,2,130,1,C ,Hujan,1
2021-03-27,24.8,34.0,28.2,81.0,1.6333333333333333,0.0,3,300,2,NW,Hujan,1
2021-03-28,24.0,33.3,27.5,85.0,1.2666666666666666,5.6,3,170,1,N ,Hujan,1
2021-03-29,25.5,33.4,27.1,86.0,0.9,3.2,6,40,2,S ,Hujan,1
2021-03-30,25.05,32.0,27.1,83.0,12.3,4.3,3,280,2,W ,Hujan,1
2021-03-31,24.6,31.8,27.9,81.0,0.0,0.8,3,300,2,W ,Cerah,0
2021-04-01,24.4,34.4,28.4,80.0,9.3,0.2,4,310,2,NW,Hujan,1
2021-04-02,24.0,31.0,26.6,85.0,35.4,6.8,4,120,2,SE,Hujan,1
2021-04-03,21.9,33.1,27.8,85.0,19.65,0.8,4,80,1,C ,Hujan,1
2021-04-04,24.9,34.2,28.1,82.0,3.9,2.8,4,180,2,S ,Hujan,1
2021-04-05,24.6,31.6,27.2,86.0,29.3,4.7,3,290,1,C ,Hujan,1
2021-04-06,24.200000000000003,31.6,26.6,82.0,54.7,1.2,3,160,2,E ,Hujan,1
2021-04-07,23.8,33.9,26.9,86.0,0.0,3.9,3,70,2,E ,Cerah,0
2021-04-08,21.0,32.1,27.7,83.0,13.8,5.5,5,130,2,C ,Hujan,1
2021-04-09,24.0,30.4,26.5,86.0,14.0,2.9,3,180,2,E ,Hujan,1
2021-04-10,23.6,31.4,27.1,81.0,2.8,0.6,3,270,1,S ,Hujan,1
2021-04-11,24.2,33.2,27.6,86.0,0.0,0.6,3,240,1,C ,Cerah,0
2021-04-12,21.0,31.1,27.6,85.0,2.0,2.3,4,310,2,S ,Hujan,1
2021-04-13,24.8,34.0,27.1,84.0,2.35,0.4,7,230,3,N ,Hujan,1
2021-04-14,24.8,34.0,25.9,89.0,2.7,6.0,5,230,1,SW,Hujan,1
2021-04-15,23.5,30.4,25.5,88.0,8.2,4.1,4,310,2,W ,Hujan,1
2021-04-16,22.2,33.3,27.2,84.0,15.0,2.6,5,150,2,W ,Hujan,1
2021-04-17,25.6,31.6,27.4,83.0,16.0,5.8,4,300,1,C ,Hujan,1
2021-04-18,23.6,32.8,27.4,84.0,17.0,1.5,4,300,2,NW,Hujan,1
2021-04-19,24.0,33.6,28.2,80.0,15.35,2.3,4,290,2,W ,Hujan,1
2021-04-20,21.8,34.6,28.7,78.0,13.7,4.9,4,200,2,S ,Hujan,1
2021-04-21,25.4,33.4,27.8,84.0,12.05,6.2,5,100,2,SW,Hujan,1
2021-04-22,25.0,33.2,27.3,86.0,10.4,6.1,3,290,2,S ,Hujan,1
2021-04-23,25.4,33.4,28.8,76.0,0.0,2.2,4,180,2,SW,Cerah,0
2021-04-24,22.8,34.6,28.8,79.0,10.8,7.5,4,170,2,S ,Hujan,1
2021-04-25,24.8,33.2,26.7,85.0,2.3,6.4,6,110,2,C ,Hujan,1
2021-04-26,24.8,33.8,27.6,86.0,13.45,2.8,3,220,1,S ,Hujan,1
2021-04-27,24.3,33.2,27.9,81.0,24.6,4.5,3,170,1,C ,Hujan,1
2021-04-28,23.8,32.5,27.5,86.0,3.1,3.8,3,330,2,NW,Hujan,1
2021-04-29,24.6,33.1,28.2,82.0,43.0,2.3,4,130,2,NW,Hujan,1
2021-04-30,24.6,33.0,27.9,86.0,0.0,5.1,3,170,1,C ,Cerah,0
2021-05-01,25.2,31.0,27.6,87.0,3.2,5.0,2,80,1,N ,Hujan,1
2021-05-02,21.4,33.8,28.6,79.0,3.3666666666666667,1.3,6,60,2,E ,Hujan,1
2021-05-03,25.0,33.8,28.6,82.0,3.5333333333333337,8.0,3,50,2,NE,Hujan,1
2021-05-04,25.5,31.9,28.0,83.0,3.7,5.1,3,10,2,E ,Hujan,1
2021-05-05,26.0,33.4,28.3,85.0,21.7,3.1,3,90,2,NE,Hujan,1
2021-05-06,22.8,30.1,27.4,88.0,3.5,3.6,3,330,2,N ,Hujan,1
2021-05-07,25.0,32.6,27.6,83.0,7.0,0.0,4,320,2,NW,Hujan,1
2021-05-08,24.6,30.3,26.5,87.0,18.4,4.1,3,300,2,N ,Hujan,1
2021-05-09,24.2,33.2,27.5,85.0,4.3,2.0,3,30,1,NE,Hujan,1
2021-05-10,23.0,32.6,28.1,82.0,0.0,1.1,3,230,2,S ,Cerah,0
2021-05-11,24.6,33.4,27.8,87.0,0.0,6.2,4,130,2,SE,Cerah,0
2021-05-12,25.4,33.6,28.7,84.0,8.0,4.7,3,110,2,NE,Hujan,1
2021-05-13,25.8,34.0,27.6,90.0,3.0,3.1,3,320,1,C ,Hujan,1
2021-05-14,23.6,32.5,28.3,86.0,4.0,2.0,3,210,2,SE,Hujan,1
2021-05-15,25.2,32.4,28.6,82.0,3.0,2.3,2,310,1,W ,Hujan,1
2021-05-16,25.4,29.3,27.1,90.0,2.0,3.1,3,130,1,C ,Hujan,1
2021-05-17,25.6,32.2,28.0,88.0,1.0,0.0,4,90,2,E ,Hujan,1
2021-05-18,22.5,33.2,28.2,84.0,0.0,2.7,4,100,2,E ,Cerah,0
2021-05-19,25.4,33.2,26.8,88.0,3.9,3.3,4,280,2,W ,Hujan,1
2021-05-20,25.0,30.9,27.6,83.0,4.2,0.6,4,240,2,SE,Hujan,1
2021-05-21,25.2,32.0,27.3,86.0,0.0,0.0,3,180,2,W ,Cerah,0
2021-05-22,23.5,34.0,28.8,81.0,0.0,0.0,4,130,2,S ,Cerah,0
2021-05-22,23.5,34.0,28.8,81.0,0.0,0.0,4,130,2,S ,Cerah,0
2021-05-23,25.0,28.2,26.3,90.0,0.0,6.6,4,290,2,NW,Cerah,0
2021-05-24,24.8,32.8,28.6,81.0,7.2,0.0,5,320,2,S ,Hujan,1
2021-05-25,24.8,31.2,28.85,80.0,9.1,3.0,4,350,2,NW,Hujan,1
2021-05-26,24.8,33.4,29.1,79.0,11.0,1.1,4,220,2,SE,Hujan,1
2021-05-27,25.2,33.6,29.0,80.0,0.0,4.9,5,110,2,E ,Cerah,0
2021-05-28,25.4,33.9,28.9,82.0,0.8,5.9,4,100,2,E ,Hujan,1
2021-05-29,26.4,32.8,27.0,88.0,0.0,3.3,5,80,2,S ,Cerah,0
2021-05-29,26.4,32.8,27.0,88.0,0.0,3.3,5,80,2,S ,Cerah,0
2021-05-30,24.2,34.7,29.1,80.0,29.5,3.0,5,240,2,SW,Hujan,1
2021-05-31,26.0,34.8,28.6,82.0,23.6,5.9,5,180,2,S ,Hujan,1
2021-06-01,25.7,33.2,28.9,80.0,17.7,4.2,4,200,2,S ,Hujan,1
2021-06-01,25.4,33.2,28.9,80.0,11.799999999999997,4.2,4,200,2,S ,Hujan,1
2021-06-02,25.1,33.8,28.9,79.0,5.899999999999999,6.5,4,230,3,S ,Hujan,1
2021-06-03,24.8,35.0,28.8,77.0,0.0,6.9,4,120,2,S ,Cerah,0
2021-06-04,26.1,35.0,29.4,77.0,0.0,6.9,5,140,2,E ,Cerah,0
2021-06-05,25.2,34.1,29.0,80.0,0.0,6.3,4,130,2,SW,Cerah,0
2021-06-06,26.0,30.2,27.8,88.0,0.95,4.0,3,280,2,W ,Hujan,1
2021-06-07,24.6,28.8,26.0,86.0,1.9,0.2,2,310,1,C ,Hujan,1
2021-06-08,23.0,33.8,28.1,80.0,8.5,0.0,4,170,2,C ,Hujan,1
2021-06-09,24.2,32.5,28.0,83.0,4.25,7.8,3,150,2,SE,Hujan,1
2021-06-10,25.2,31.2,27.0,88.0,0.0,3.2,4,290,2,C ,Cerah,0
2021-06-11,24.2,32.6,27.8,82.0,0.9,0.7,5,210,2,NW,Hujan,1
2021-06-12,21.8,32.6,27.6,85.0,2.1,5.5,4,320,2,NW,Hujan,1
2021-06-13,24.6,29.9,26.4,89.0,11.2,2.5,3,140,2,E ,Hujan,1
2021-06-14,25.0,33.4,28.5,80.0,1.6,0.9,4,90,2,N ,Hujan,1
2021-06-15,23.6,31.4,27.6,83.0,2.05,3.5,3,100,2,E ,Hujan,1
2021-06-16,22.2,33.2,28.7,78.0,2.5,2.8,3,110,2,SW,Hujan,1
2021-06-17,22.4,31.0,27.0,86.0,0.0,1.5,3,250,2,C ,Cerah,0
2021-06-18,25.2,29.4,27.0,87.0,14.8,3.9,3,300,2,NW,Hujan,1
2021-06-19,24.2,33.6,27.9,81.0,10.4,0.3,4,180,2,NW,Hujan,1
2021-06-20,22.6,33.4,27.3,83.0,0.0,6.2,4,260,3,W ,Cerah,0
2021-06-21,24.4,33.2,28.1,79.0,3.0,5.95,4,270,2,W ,Hujan,1
2021-06-22,24.0,32.0,27.1,78.0,1.3,5.7,5,130,2,SE,Hujan,1
2021-06-23,24.0,31.4,27.1,84.0,0.0,4.2,4,160,1,C ,Cerah,0
2021-06-24,24.2,32.6,27.3,86.0,43.0,3.1,4,30,2,C ,Hujan,1
2021-06-25,24.599999999999998,31.3,27.2,84.0,32.6,3.1,4,270,2,W ,Hujan,1
2021-06-26,25.0,33.2,27.9,80.0,5.0,3.3,3,110,2,SE,Hujan,1
2021-06-27,25.4,31.4,27.7,84.0,0.0,4.9,3,190,1,N ,Cerah,0
2021-06-28,22.7,32.6,27.6,87.0,4.7,1.6,3,320,2,NW,Hujan,1
2021-06-29,24.2,31.1,27.0,84.0,3.9000000000000004,2.8,2,40,1,N ,Hujan,1
2021-06-30,24.6,32.0,28.0,82.0,3.1,2.2,3,170,2,S ,Hujan,1
2021-07-01,25.0,34.3,27.1,84.0,5.9,3.1,6,290,2,W ,Hujan,1
2021-07-02,23.6,33.2,25.6,92.0,82.6,5.2,3,310,2,W ,Hujan,1
2021-07-03,24.2,31.3,26.6,88.0,10.2,1.5,4,160,2,S ,Hujan,1
2021-07-04,24.3,31.6,27.3,82.0,6.6,3.1,4,200,2,SW,Hujan,1
2021-07-05,24.6,31.3,28.0,82.0,9.059999999999999,5.7,4,250,2,SW,Hujan,1
2021-07-06,22.4,31.2,27.6,84.0,11.52,0.4,3,240,1,SW,Hujan,1
2021-07-07,24.4,33.3,28.1,79.0,13.98,0.0,5,80,2,E ,Hujan,1
2021-07-08,24.2,29.8,26.3,89.0,16.439999999999998,6.5,4,200,2,C ,Hujan,1
2021-07-09,24.0,29.6,26.1,87.0,18.9,1.2,2,170,1,C ,Hujan,1
2021-07-10,24.1,32.8,27.6,83.0,0.8,0.7,4,220,2,S ,Hujan,1
2021-07-10,24.1,32.8,27.6,83.0,0.8,0.7,4,220,2,S ,Hujan,1
2021-07-11,24.0,29.6,26.7,90.0,0.0,7.3,2,230,1,C ,Cerah,0
2021-07-12,24.9,28.2,25.4,94.0,4.3,1.2,2,340,1,C ,Hujan,1
2021-07-13,23.6,30.1,26.2,89.0,9.3,0.0,2,110,1,C ,Hujan,1
2021-07-14,24.0,31.2,27.1,86.0,1.3,1.4,4,290,2,W ,Hujan,1
2021-07-15,24.4,30.4,26.7,81.0,1.5,1.1,4,220,3,SW,Hujan,1
2021-07-16,24.4,27.6,25.5,92.0,3.3,1.6,3,300,1,NW,Hujan,1
2021-07-17,24.4,31.5,27.5,83.0,1.1,0.0,5,250,2,W ,Hujan,1
2021-07-17,24.4,31.5,27.5,83.0,1.1,0.0,5,250,2,W ,Hujan,1
2021-07-18,24.6,34.2,28.6,79.0,0.0,1.8,4,240,2,S ,Cerah,0
